original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
If Looks Could Kill,NULL,0,3.894815,7,en,1,0,0,0,0,0,0,1991-03-15,1991,3,11,6,88,9,Short,0,7,12,1,1,4,1,0,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,188441614,188441614,1,1,1,1,2,93997049,NULL,1,0,2,0,1,71207844,NULL,3,0,7,0,2,18006198,0,NULL,0,NULL,NULL,NULL,NULL
Hooper,NULL,0,2.991742,17,en,1,0,0,0,0,0,0,1978-07-28,1978,7,30,6,107,11,Intermediate,0,2,18,5,1,2,1,0,0,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65886156,NULL,3,0,9,0,2,8508119,NULL,0,0,3,0,2,10571408,NULL,0,0,1,0,2,88349878,2,NULL,0,50871363,0,NULL,0
Monster House,NULL,95110491,15.402378,17,en,1,0,0,0,0,0,0,2006-07-21,2006,7,29,6,91,9,Intermediate,0,7,93,3,5,6,1,0,0,10,0,8,4,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116321185,320867632,5,3,18,5,2,155545279,NULL,1,0,1,0,2,NULL,NULL,NULL,NULL,238498030,2,NULL,0
Saw III,NULL,12681399,14.938035,13,en,1,0,0,0,0,0,0,2006-10-27,2006,10,43,6,108,11,Intermediate,0,7,13,1,1,3,2,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,81267037,NULL,3,0,6,0,2,37179777,NULL,1,0,5,0,1,112885393,8574339,2,0,3,1,2,188126,0,NULL,0,97094716.5,3,NULL,0
Nola,NULL,0,0.349913,6,en,1,0,0,0,0,0,0,2003-01-01,2003,1,1,4,97,10,Intermediate,0,0,18,1,1,4,2,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,78415136,8251,1,0,2,1,1,37806555,NULL,0,0,3,0,2,173508375,300638185,2,1,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Think Like a Man,NULL,13362213,5.264551,19,en,1,0,0,0,0,0,0,2012-04-16,2012,4,16,2,122,12,Long,0,8,62,3,4,6,11,0,0,12,0,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,43913920,54637929,1,0,6,2,2,76467473,76467473,1,1,2,2,2,31893657,NULL,1,0,5,0,1,177062892,3,124827316,1,86915000,1,86915000,1
The Ring,NULL,68213096,13.740965,15,en,1,0,0,0,0,0,0,2002-10-18,2002,10,42,6,115,12,Intermediate,0,18,131,4,3,16,15,0,0,19,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,92100761,27578108,3,0,12,2,1,93988232,203427584,2,1,3,1,2,99115417,NULL,1,0,2,0,2,471568412,4,NULL,0,110084238,4,36291303,1
The Fighting Temptations,NULL,20841603,2.18689,8,en,1,0,0,0,0,0,0,2003-09-17,2003,9,38,4,122,12,Long,0,1,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,211682157,268426634,2,1,2,1,1,97810765,NULL,5,0,8,0,2,29622531,52597647,0,0,4,2,2,52086421,1,NULL,0,19184015,0,NULL,0
Uncle Buck,NULL,30926250,8.13754,21,en,1,0,0,0,0,0,0,1989-08-16,1989,8,33,4,100,10,Intermediate,0,9,10,1,1,0,1,0,0,3,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,52997103,NULL,2,0,7,0,2,106269971,NULL,1,0,1,0,1,7710377,NULL,0,0,5,0,2,70136369,0,NULL,0,62285582.5,0,NULL,0
Monkey Shines,NULL,15127633,8.120652,13,en,1,0,0,0,0,0,0,1988-07-29,1988,7,31,6,113,11,Intermediate,0,10,12,2,1,1,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4,51148651,NULL,0,0,1,0,2,45629512,NULL,1,0,4,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21028755,0,NULL,0,NULL,NULL,NULL,NULL
Delhi Belly,NULL,4648536,1.932489,6,hi,0,0,0,0,0,0,0,2011-07-01,2011,7,27,6,102,10,Intermediate,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11100000,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
For the Boys,NULL,75082819,10.336913,7,en,1,0,0,0,0,0,0,1991-11-22,1991,11,47,6,138,14,Long,0,3,14,3,1,4,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,105695194,NULL,6,0,13,0,0,73136114,24186232,3,0,12,1,2,115186407,24186232,3,0,5,1,2,16058216,0,NULL,0,NULL,NULL,NULL,NULL
The Next Karate Kid,NULL,20700972,9.9697,15,en,1,0,0,0,0,0,0,1994-07-18,1994,7,30,2,107,11,Intermediate,0,5,8,2,1,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115103979,NULL,1,0,1,0,2,33857878,NULL,0,0,4,0,1,124884257,NULL,5,0,10,0,2,NULL,NULL,NULL,NULL,120754068,3,NULL,0
Pennies from Heaven,NULL,61875182,8.031761,10,en,1,0,0,0,0,0,0,1981-12-11,1981,12,50,6,108,11,Intermediate,0,4,18,1,1,5,2,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,75246171,365522,5,0,11,1,2,71841793,18662027,1,0,3,1,1,358372926,NULL,1,0,1,0,1,62215891,2,NULL,0,67223440,1,NULL,0
Frankenstein,NULL,4894486,8.091603,27,en,1,0,0,0,0,0,0,1931-11-21,1931,11,47,7,71,7,Short,0,10,28,6,2,2,4,0,0,2,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1012189,0,NULL,0
Inglourious Basterds,NULL,83416800,16.89564,71,en,1,0,0,0,0,0,0,2009-08-18,2009,8,34,3,153,15,Long,0,22,42,1,2,6,2,0,0,11,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,138129629,245406947,10,3,15,3,2,29335675,39265150,1,1,5,3,1,256474532,294688865,4,2,6,4,2,125460760,2,155760117,1,69969481,2,NULL,0
Searching for Bobby Fischer,NULL,0,12.048587,13,en,1,0,0,0,0,0,0,1993-08-13,1993,8,33,6,110,11,Intermediate,0,4,9,2,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159387581,NULL,3,0,8,0,2,170054628,NULL,3,0,4,0,1,33076899,0,NULL,0,101816384,5,37688534,0
Land of the Dead,NULL,19635714,9.478117,32,en,1,0,0,0,0,0,0,2005-06-24,2005,6,26,6,93,9,Intermediate,0,5,77,2,3,10,11,0,0,15,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,68917908,NULL,1,0,3,0,2,167758173,234639519,8,1,18,2,2,14687608,NULL,1,0,16,0,2,21028755,0,NULL,0,133760531,2,183877040,2
The Vatican Tapes,NULL,14022374,5.149301,9,en,1,0,0,0,0,0,0,2015-07-24,2015,7,30,6,91,9,Intermediate,0,3,20,2,2,1,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98746231,NULL,1,0,2,0,1,149023936,214821678,7,4,11,5,2,91888966,1,NULL,0,174712512.3,2,157833499.7,0
Capone,NULL,4609429,3.669545,24,en,1,0,0,0,0,0,0,1975-04-16,1975,4,16,4,101,10,Intermediate,0,10,17,1,2,2,1,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6265687,NULL,0,0,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12232628,0,NULL,0,25290369,1,NULL,0
Babel,NULL,31703497,12.60853,50,en,1,0,0,0,0,0,0,2006-09-08,2006,9,36,6,143,14,Long,0,13,23,3,1,3,3,0,0,9,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138129629,245406947,10,3,15,3,2,326188784,322156084,8,2,17,5,1,16033572,939101,0,0,5,1,2,159858649,1,532950503,1,63168858.5,1,261546436.5,0
Crimes and Misdemeanors,NULL,39173250,6.645295,39,en,1,0,0,0,0,0,0,1989-10-13,1989,10,41,6,104,10,Intermediate,0,10,41,1,4,3,6,0,0,7,0,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25734870,2681345,1,0,10,1,2,22657864,1986615,1,0,10,1,2,35150281,20300000,1,0,10,1,1,54534908,3,51029361,0,14278603,0,NULL,0
Julia,NULL,7124573,2.002032,8,en,1,0,0,0,0,0,0,2008-02-09,2008,2,6,7,138,14,Long,0,12,8,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147726409,57576979,6,2,12,4,1,61169915,61169915,1,1,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Masterminds,NULL,26630161,9.434588,79,en,1,0,0,0,0,0,0,2016-09-29,2016,9,40,5,94,9,Intermediate,0,6,47,3,2,3,1,0,0,33,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144974987,195959409,4,1,9,2,2,139404535,126070513,13,2,22,4,2,267687921,475806087,6,3,10,3,1,NULL,NULL,NULL,NULL,73737356.5,1,105608328,0
? ?? ?? ?? ??? ?,NULL,0,8.157887,10,ko,0,0,0,0,0,0,0,2003-09-19,2003,9,38,6,103,10,Intermediate,0,22,12,1,1,0,2,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1812835,0,2340,0,NULL,NULL,NULL,NULL
Willy/Milly,NULL,0,0.05627,10,en,1,0,0,0,0,0,0,1986-11-14,1986,11,46,6,86,9,Short,0,0,9,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,17703699,20300000,0,0,3,1,1,9190819,NULL,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
This Film Is Not Yet Rated,NULL,0,5.205826,58,en,1,0,0,0,0,0,0,2006-01-26,2006,1,4,5,98,10,Intermediate,0,0,9,3,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chasing Papi,NULL,0,1.251134,9,en,1,0,0,0,0,0,0,2003-04-16,2003,4,16,4,80,8,Short,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,154817918,NULL,3,0,4,0,1,58412771,27180773,2,0,5,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Stop-Loss,NULL,29685722,5.430566,89,en,1,0,0,0,0,0,0,2008-03-28,2008,3,13,6,113,11,Intermediate,0,4,19,2,2,4,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,65667974,NULL,4,0,8,0,2,242688965,242688965,1,1,1,1,1,21074546,24811036,0,0,11,2,2,11540607,0,NULL,0,118554028,3,102833065,0
Cry  the Beloved Country,NULL,0,0.894647,10,en,1,0,0,0,0,0,0,1995-12-15,1995,12,50,6,106,11,Intermediate,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195611099,NULL,8,0,15,0,0,80434772,60273173,4,0,10,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3418141,0,NULL,0,NULL,NULL,NULL,NULL
Sixteen Candles,NULL,15993941,6.683723,35,en,1,0,0,0,0,0,0,1984-05-04,1984,5,18,6,93,9,Intermediate,0,6,6,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,28002895,NULL,0,0,3,0,0,106260000,NULL,1,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70136369,0,NULL,0,NULL,NULL,NULL,NULL
Parrish,NULL,12825602,1.058213,19,en,1,0,0,0,0,0,0,1961-05-04,1961,5,18,5,138,14,Long,0,1,10,2,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6349024,NULL,0,0,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Boondock Saints II: All Saints Day,NULL,9533349,8.051448,66,en,1,0,0,0,0,0,0,2009-11-24,2009,11,48,3,118,12,Intermediate,0,6,18,3,1,3,1,0,0,5,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,34109453,NULL,1,0,4,0,2,34402115,NULL,1,0,4,0,2,63988708,1289998,1,0,6,1,0,30471,0,NULL,0,62962396,2,104198526,1
The Devil Inside,NULL,1113518,5.747675,10,en,1,0,0,0,0,0,0,2012-01-06,2012,1,1,6,83,8,Short,0,5,43,2,1,2,12,0,0,7,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50451307,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lucy,NULL,43196979,36.447603,59,en,1,0,0,0,0,0,0,2014-07-14,2014,7,29,2,89,9,Short,1,14,75,1,2,13,13,0,0,9,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,314240112,1060085133,8,2,14,2,1,131610244,132763967,13,5,27,6,2,16622254,11083449,0,0,3,1,2,67880230,1,36894225,0,34100000,0,NULL,0
The Other Side of Heaven,NULL,10105020,1.782377,4,en,1,0,0,0,0,0,0,2001-04-12,2001,4,15,5,113,11,Intermediate,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,311294147,500188435,6,1,7,1,1,550000000,NULL,1,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
My Bloody Valentine,NULL,17875029,5.245883,16,en,1,0,0,0,0,0,0,2009-01-16,2009,1,3,6,101,10,Intermediate,0,9,18,2,1,1,1,0,0,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158733820,NULL,1,0,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30965869,0,NULL,0,NULL,NULL,NULL,NULL
The Ballad of Cable Hogue,NULL,24491321,2.537955,13,en,1,0,0,0,0,0,0,1970-05-13,1970,5,20,4,121,12,Long,0,5,13,3,1,1,1,0,0,4,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,149182555,NULL,3,0,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59757437,NULL,1,0,2,0,2,1301769,0,NULL,0,638641,0,NULL,0
Kiss Kiss Bang Bang,NULL,19635714,11.76054,22,en,1,0,0,0,0,0,0,2005-09-05,2005,9,37,2,103,10,Intermediate,0,12,22,2,2,3,4,0,0,7,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,212152847,517303767,7,2,18,3,2,74924935,443684,3,0,12,1,2,216897101,98086795,7,1,9,3,1,62788218,0,62788218,0,69292457,6,62788218,0
Torque,NULL,54135945,5.574983,31,en,1,0,0,0,0,0,0,2004-01-16,2004,1,3,6,84,8,Short,0,4,98,2,3,8,11,0,0,15,0,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93988232,203427584,2,1,3,1,2,63707769,136902012,5,3,11,3,2,29700000,NULL,0,0,1,0,1,NULL,NULL,NULL,NULL,205106779,20,630792859,3
Rampage,NULL,0,2.946078,15,en,1,0,0,0,0,0,0,1987-09-01,1987,9,36,3,97,10,Intermediate,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,91146977,NULL,3,0,8,0,2,31463937,NULL,0,0,2,0,2,43166493,NULL,1,0,4,0,2,103033572,1,NULL,0,NULL,NULL,NULL,NULL
???????,NULL,3990983,1.493061,11,hi,0,0,0,0,0,0,0,2015-02-20,2015,2,8,6,128,13,Long,0,1,21,3,2,2,3,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7083026,2624539,0,0,3,2,2,NULL,NULL,NULL,NULL,18800000,0,NULL,0
Bewitched,NULL,111269048,9.276085,19,en,1,0,0,0,0,0,0,2005-06-21,2005,6,26,3,102,10,Intermediate,0,6,13,2,1,0,1,0,0,7,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,100151153,12852930,5,0,14,2,1,88663676,44000000,4,0,10,1,2,71711107,188133322,1,1,3,1,1,202720626,3,NULL,0,130734986.3,2,NULL,0
Return from Witch Mountain,NULL,0,3.936986,14,en,1,0,0,0,0,0,0,1978-03-10,1978,3,10,6,95,10,Intermediate,0,0,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,7311774,NULL,0,0,2,0,1,443733137,NULL,7,0,13,0,2,58603917,NULL,1,0,2,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mindhunters,NULL,36541763,7.600017,14,en,1,0,0,0,0,0,0,2004-05-07,2004,5,19,6,106,11,Intermediate,0,4,135,5,4,15,24,0,0,22,0,7,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,61897617,NULL,3,0,6,0,2,19018382,NULL,0,0,3,0,2,209323050,60273173,1,0,2,1,1,53857994,3,NULL,0,158776392.7,3,377118872,0
Gallipoli,NULL,8437525,7.44658,13,en,1,0,0,0,0,0,0,1981-08-13,1981,8,33,5,112,11,Intermediate,0,6,16,3,1,1,3,0,0,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,117738757,206172544,10,1,21,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1317657,NULL,0,0,1,0,2,114252193,2,NULL,0,141047179,1,NULL,0
Xue di zi,NULL,16702767,2.080781,11,cn,0,0,0,0,0,0,0,2012-12-20,2012,12,51,5,113,11,Intermediate,0,0,18,6,1,2,1,0,0,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5837674,NULL,0,0,1,0,0,7890763,NULL,0,0,2,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7096000,0,NULL,0,7096000,0,NULL,0
The Legend of Billie Jean,NULL,0,2.727843,11,en,1,0,0,0,0,0,0,1985-07-19,1985,7,29,6,96,10,Intermediate,0,3,11,2,1,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91310879,NULL,2,0,2,0,1,86896679,12314651,3,0,9,1,2,527068851,NULL,1,0,1,0,1,40294399,0,NULL,0,43322269,0,NULL,0
Cannonball Run II,NULL,0,5.305197,24,en,1,0,0,0,0,0,0,1984-06-29,1984,6,26,6,108,11,Intermediate,0,4,21,4,1,2,2,0,0,4,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65886156,NULL,3,0,9,0,2,47987360,NULL,3,0,8,0,2,59489577,NULL,2,0,3,0,2,88349878,2,NULL,0,158622995,2,NULL,0
Deathstalker,NULL,0,2.030024,20,en,1,0,0,0,0,0,0,1983-09-02,1983,9,36,6,80,8,Short,0,21,13,1,1,1,1,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36690067,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Man on Wire,NULL,0,8.359021,8,en,1,0,0,0,0,0,0,2008-07-25,2008,7,30,6,94,9,Intermediate,0,10,12,1,1,0,2,0,0,6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62073321,1,123726688,1,NULL,NULL,NULL,NULL
K-19: The Widowmaker,NULL,142110617,7.718723,29,en,1,0,0,0,0,0,0,2002-07-19,2002,7,29,6,138,14,Long,0,6,15,2,2,0,1,0,0,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,180341757,135917910,11,1,17,2,2,122086345,79380202,11,2,25,4,2,67909031,162360636,3,1,6,1,2,66464923,1,NULL,0,131658299,1,NULL,0
Dune,NULL,98424254,9.261189,21,en,1,0,0,0,0,0,0,1984-12-14,1984,12,50,6,137,14,Long,0,20,46,2,2,11,10,0,0,4,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,13653949,15000,0,0,5,1,2,43759730,NULL,1,0,2,0,1,14387624,NULL,0,0,2,0,2,23064102,0,NULL,0,62651519,1,NULL,0
Man of the Year,NULL,25362798,7.018483,28,en,1,0,0,0,0,0,0,2006-10-09,2006,10,41,2,115,12,Intermediate,0,3,17,1,1,4,1,0,0,6,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,107496149,238078,7,0,16,2,2,81041240,37920782,6,0,19,3,2,94596977,78196759,5,1,12,4,1,60841558,1,NULL,0,38150398.5,1,NULL,0
Narc,NULL,9237190,5.20644,12,en,1,0,0,0,0,0,0,2002-01-14,2002,1,3,2,105,11,Intermediate,0,4,11,1,1,0,1,0,0,6,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,82052222,NULL,3,0,6,0,2,60972917,12670532,5,0,17,3,2,59620370,NULL,1,0,5,0,2,84843600,2,NULL,0,34742066,0,NULL,0
Lords of Dogtown,NULL,32726190,4.350049,20,en,1,0,0,0,0,0,0,2005-06-03,2005,6,23,6,107,11,Intermediate,0,4,9,1,1,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50441437,149295601,2,1,8,1,2,540152,NULL,0,0,1,0,2,69069205,NULL,3,0,9,0,1,46881603,1,NULL,0,NULL,NULL,NULL,NULL
Insurgent,NULL,118650856,27.887186,24,en,1,0,0,0,0,0,0,2015-03-18,2015,3,12,4,119,12,Intermediate,0,8,71,4,2,6,12,0,0,15,0,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,172223137,172223137,1,1,2,2,1,152761,152761,0,0,1,1,2,57068127,42010611,3,1,9,3,1,NULL,NULL,NULL,NULL,86140950.3,1,1751330,0
Surviving the Game,NULL,12765599,3.644641,7,en,1,0,0,0,0,0,0,1994-04-15,1994,4,16,6,96,10,Intermediate,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,288312,NULL,0,0,1,0,2,76606818,13983,2,0,8,1,2,80434772,60273173,4,0,10,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bad Moms,NULL,21304129,9.362056,33,en,1,0,0,0,0,0,0,2016-07-28,2016,7,31,5,100,10,Intermediate,0,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161778923,953485,4,0,7,2,1,270474056,513634661,1,1,4,2,1,81122335,77886992,5,3,13,7,1,48065672,0,48065672,0,NULL,NULL,NULL,NULL
